model,prompt_type,language,cefr,file,repetitive_words_removed,invalid_sentences_removed,long_words_removed,invalid_char_words_removed
google--gemma-3-4b-it,regular,Lithuanian,A1,0216-003938.json,0,1,0,0
google--gemma-3-4b-it,regular,Lithuanian,A1,0216-010612.json,0,2,0,0
google--gemma-3-4b-it,regular,Lithuanian,A1,0216-012111.json,0,0,0,1
google--gemma-3-4b-it,regular,Lithuanian,A1,0216-004622.json,0,0,0,0
google--gemma-3-4b-it,regular,Lithuanian,A1,0216-010220.json,0,1,0,0
google--gemma-3-4b-it,regular,Lithuanian,A1,0216-011002.json,2,0,0,1
google--gemma-3-4b-it,regular,Lithuanian,A1,0216-005907.json,1,2,0,0
google--gemma-3-4b-it,regular,Lithuanian,A1,0216-005307.json,0,0,0,0
google--gemma-3-4b-it,regular,Lithuanian,A1,0216-003429.json,0,1,0,4
google--gemma-3-4b-it,regular,Lithuanian,A1,0216-011836.json,0,0,0,0
google--gemma-3-4b-it,regular,Lithuanian,A1,0216-005001.json,0,1,0,0
google--gemma-3-4b-it,regular,Lithuanian,A1,0216-003309.json,2,2,0,1
google--gemma-3-4b-it,regular,Lithuanian,A1,0216-010854.json,0,0,0,0
google--gemma-3-12b-it,constrained,English,B1,0217-151645.json,0,2,0,0
google--gemma-3-12b-it,constrained,English,B1,0217-143830.json,0,2,0,0
google--gemma-3-12b-it,constrained,English,B1,0217-143337.json,0,3,0,1
google--gemma-3-12b-it,constrained,English,B1,0217-155849.json,0,0,0,2
google--gemma-3-12b-it,constrained,English,B1,0217-154350.json,0,1,0,1
google--gemma-3-12b-it,constrained,English,B1,0217-152535.json,0,5,0,0
google--gemma-3-12b-it,constrained,English,B1,0217-142927.json,0,0,0,0
google--gemma-3-12b-it,constrained,English,B1,0217-145148.json,0,86,0,4
google--gemma-3-12b-it,constrained,English,B1,0217-152945.json,0,5,0,0
google--gemma-3-12b-it,constrained,English,B1,0217-160324.json,0,2,0,3
google--gemma-3-12b-it,constrained,English,B1,0217-142526.json,0,0,0,1
google--gemma-3-12b-it,constrained,English,B1,0217-150528.json,1,11,0,4
google--gemma-3-12b-it,constrained,English,B1,0217-153700.json,0,7,0,19
google--gemma-3-12b-it,constrained,English,B1,0217-160757.json,0,6,0,25
google--gemma-3-12b-it,constrained,English,B1,0217-154814.json,10,1,0,1
google--gemma-3-12b-it,constrained,English,B1,0217-161933.json,1,1,0,0
google--gemma-3-12b-it,constrained,English,B1,0217-162432.json,2,3,0,0
google--gemma-3-12b-it,constrained,English,B1,0217-153258.json,0,2,0,0
google--gemma-3-12b-it,constrained,English,B1,0217-152220.json,2,7,0,2
google--gemma-3-12b-it,constrained,English,B1,0217-145746.json,0,2,0,0
google--gemma-3-12b-it,constrained,English,B1,0217-155503.json,0,1,0,0
google--gemma-3-12b-it,constrained,English,B1,0217-151120.json,3,0,0,0
google--gemma-3-12b-it,constrained,English,B1,0217-155048.json,0,1,0,0
google--gemma-3-12b-it,constrained,English,B1,0217-144539.json,0,22,0,4
google--gemma-3-12b-it,constrained,English,B1,0217-150120.json,0,3,0,0
google--gemma-3-12b-it,constrained,English,B1,0217-141611.json,0,0,0,12
google--gemma-3-12b-it,constrained,English,B1,0217-141136.json,0,2,0,0
google--gemma-3-12b-it,constrained,English,B1,0217-140621.json,1,6,0,1
google--gemma-3-12b-it,constrained,English,B1,0217-161449.json,0,0,0,2
google--gemma-3-12b-it,constrained,English,B1,0217-141948.json,0,3,0,0
google--gemma-3-12b-it,constrained,English,C1,0217-180728.json,0,3,0,13
google--gemma-3-12b-it,constrained,English,C1,0217-181145.json,0,3,0,0
google--gemma-3-12b-it,constrained,English,C1,0217-175024.json,0,2,0,2
google--gemma-3-12b-it,constrained,English,C1,0217-170150.json,2,6,0,18
google--gemma-3-12b-it,constrained,English,C1,0217-164827.json,0,3,0,9
google--gemma-3-12b-it,constrained,English,C1,0217-203347.json,1,3,0,0
google--gemma-3-12b-it,constrained,English,C1,0217-192329.json,0,5,0,1
google--gemma-3-12b-it,constrained,English,C1,0217-201545.json,0,1,0,6
google--gemma-3-12b-it,constrained,English,C1,0217-193918.json,0,4,0,0
google--gemma-3-12b-it,constrained,English,C1,0217-195942.json,0,9,0,6
google--gemma-3-12b-it,constrained,English,C1,0217-204411.json,0,15,0,2
google--gemma-3-12b-it,constrained,English,C1,0217-182209.json,0,3,0,1
google--gemma-3-12b-it,constrained,English,C1,0217-195008.json,0,6,0,2
google--gemma-3-12b-it,constrained,English,C1,0217-184851.json,2,3,0,10
google--gemma-3-12b-it,constrained,English,C1,0217-174121.json,0,4,0,0
google--gemma-3-12b-it,constrained,English,C1,0217-183830.json,1,2,0,4
google--gemma-3-12b-it,constrained,English,C1,0217-191533.json,0,2,0,6
google--gemma-3-12b-it,constrained,English,C1,0217-190030.json,0,1,0,8
google--gemma-3-12b-it,constrained,English,C1,0217-202431.json,1,2,0,13
google--gemma-3-12b-it,constrained,English,C1,0217-182943.json,0,4,0,3
google--gemma-3-12b-it,constrained,English,C1,0217-175547.json,0,0,0,6
google--gemma-3-12b-it,constrained,English,C1,0217-171113.json,0,2,0,0
google--gemma-3-12b-it,constrained,English,C1,0217-192946.json,0,2,0,0
google--gemma-3-12b-it,constrained,English,C1,0217-211556.json,0,1,0,0
google--gemma-3-12b-it,constrained,English,C1,0217-172122.json,0,2,0,8
google--gemma-3-12b-it,constrained,English,C1,0217-190626.json,0,11,0,0
google--gemma-3-12b-it,constrained,English,C1,0217-210539.json,0,6,0,0
google--gemma-3-12b-it,constrained,English,C1,0217-205436.json,1,3,0,4
google--gemma-3-12b-it,constrained,English,C1,0217-200633.json,1,10,0,0
google--gemma-3-12b-it,constrained,English,C1,0217-173144.json,0,3,0,0
google--gemma-3-12b-it,constrained,English,A1,0217-133839.json,0,38,0,0
google--gemma-3-12b-it,constrained,English,A1,0217-140014.json,0,32,0,2
google--gemma-3-12b-it,constrained,English,A1,0217-133732.json,0,36,0,0
google--gemma-3-12b-it,constrained,English,A1,0217-134130.json,0,35,0,0
google--gemma-3-12b-it,constrained,English,A1,0217-135920.json,0,41,0,0
google--gemma-3-12b-it,constrained,English,A1,0217-140219.json,0,31,0,0
google--gemma-3-12b-it,constrained,English,A1,0217-135159.json,1,34,0,0
google--gemma-3-12b-it,constrained,English,A1,0217-135756.json,0,30,0,0
google--gemma-3-12b-it,constrained,English,A1,0217-133341.json,0,49,0,0
google--gemma-3-12b-it,constrained,English,A1,0217-134953.json,0,39,0,1
google--gemma-3-12b-it,constrained,English,A1,0217-140121.json,0,36,0,0
google--gemma-3-12b-it,constrained,English,A1,0217-135658.json,0,32,0,0
google--gemma-3-12b-it,constrained,English,A1,0217-133625.json,0,37,0,0
google--gemma-3-12b-it,constrained,English,A1,0217-134024.json,0,31,0,0
google--gemma-3-12b-it,constrained,English,A1,0217-133933.json,0,26,0,0
google--gemma-3-12b-it,constrained,English,A1,0217-134435.json,0,45,0,0
google--gemma-3-12b-it,constrained,English,A1,0217-134853.json,0,50,0,0
google--gemma-3-12b-it,constrained,English,A1,0217-134747.json,0,32,0,0
google--gemma-3-12b-it,constrained,English,A1,0217-135302.json,0,45,0,0
google--gemma-3-12b-it,constrained,English,A1,0217-135402.json,0,28,0,0
google--gemma-3-12b-it,constrained,English,A1,0217-134531.json,0,34,0,0
google--gemma-3-12b-it,constrained,English,A1,0217-134654.json,0,39,0,0
google--gemma-3-12b-it,constrained,English,A1,0217-135602.json,0,43,0,0
google--gemma-3-12b-it,constrained,English,A1,0217-135458.json,0,30,0,0
google--gemma-3-12b-it,constrained,English,A1,0217-134332.json,0,27,0,0
google--gemma-3-12b-it,constrained,English,A1,0217-134236.json,0,30,0,0
google--gemma-3-12b-it,constrained,English,A1,0217-133523.json,0,61,0,0
google--gemma-3-12b-it,constrained,English,A1,0217-140314.json,0,25,0,0
google--gemma-3-12b-it,constrained,English,A1,0217-133218.json,0,30,0,0
google--gemma-3-12b-it,constrained,English,A1,0217-135104.json,0,46,0,0
google--gemma-3-12b-it,constrained,Lithuanian,B1,0217-063653.json,1,0,0,0
google--gemma-3-12b-it,constrained,Lithuanian,B1,0218-184537.json,0,5,0,1
google--gemma-3-12b-it,constrained,Lithuanian,B1,0309-195221.json,1,0,0,0
google--gemma-3-12b-it,constrained,Lithuanian,B1,0217-084133.json,1,3,0,6
google--gemma-3-12b-it,constrained,Lithuanian,B1,0218-184059.json,0,2,0,2
google--gemma-3-12b-it,constrained,Lithuanian,B1,0217-075609.json,0,1,0,2
google--gemma-3-12b-it,constrained,Lithuanian,B1,0217-082710.json,1,1,0,5
google--gemma-3-12b-it,constrained,Lithuanian,B1,0217-070257.json,0,1,0,0
google--gemma-3-12b-it,constrained,Lithuanian,B1,0217-080526.json,0,3,0,12
google--gemma-3-12b-it,constrained,Lithuanian,B1,0217-075133.json,0,2,0,7
google--gemma-3-12b-it,constrained,Lithuanian,B1,0217-081335.json,2,2,0,18
google--gemma-3-12b-it,constrained,Lithuanian,B1,0217-072909.json,0,2,0,10
google--gemma-3-12b-it,constrained,Lithuanian,B1,0217-080825.json,0,1,0,0
google--gemma-3-12b-it,constrained,Lithuanian,B1,0217-065924.json,1,2,0,0
google--gemma-3-12b-it,constrained,Lithuanian,B1,0217-064727.json,0,6,0,15
google--gemma-3-12b-it,constrained,Lithuanian,B1,0217-065638.json,1,1,0,10
google--gemma-3-12b-it,constrained,Lithuanian,B1,0217-083512.json,0,3,0,1
google--gemma-3-12b-it,constrained,Lithuanian,B1,0217-081810.json,0,0,0,0
google--gemma-3-12b-it,constrained,Lithuanian,B1,0217-083006.json,0,1,0,0
google--gemma-3-12b-it,constrained,Lithuanian,B1,0309-200004.json,0,1,0,1
google--gemma-3-12b-it,constrained,Lithuanian,B1,0309-195658.json,1,3,0,3
google--gemma-3-12b-it,constrained,Lithuanian,B1,0217-071333.json,0,3,0,3
google--gemma-3-12b-it,constrained,Lithuanian,B1,0218-183553.json,0,2,0,1
google--gemma-3-12b-it,constrained,Lithuanian,B1,0217-072511.json,0,2,0,0
google--gemma-3-12b-it,constrained,Lithuanian,B1,0217-064152.json,1,4,0,0
google--gemma-3-12b-it,constrained,Lithuanian,B1,0217-073419.json,1,2,0,11
google--gemma-3-12b-it,constrained,Lithuanian,B1,0217-070935.json,0,1,0,10
google--gemma-3-12b-it,constrained,Lithuanian,B1,0217-082306.json,1,2,0,14
google--gemma-3-12b-it,constrained,Lithuanian,B1,0217-071923.json,0,1,0,11
google--gemma-3-12b-it,constrained,Lithuanian,B1,0217-080011.json,1,0,0,12
google--gemma-3-12b-it,constrained,Lithuanian,C1,0217-120144.json,0,3,0,2
google--gemma-3-12b-it,constrained,Lithuanian,C1,0217-123305.json,0,2,0,1
google--gemma-3-12b-it,constrained,Lithuanian,C1,0217-125814.json,0,1,0,0
google--gemma-3-12b-it,constrained,Lithuanian,C1,0217-132930.json,0,2,0,0
google--gemma-3-12b-it,constrained,Lithuanian,C1,0217-085701.json,0,2,0,1
google--gemma-3-12b-it,constrained,Lithuanian,C1,0217-112625.json,0,5,0,4
google--gemma-3-12b-it,constrained,Lithuanian,C1,0217-104435.json,0,4,0,14
google--gemma-3-12b-it,constrained,Lithuanian,C1,0217-111607.json,0,1,0,4
google--gemma-3-12b-it,constrained,Lithuanian,C1,0217-100018.json,1,4,0,2
google--gemma-3-12b-it,constrained,Lithuanian,C1,0217-123953.json,0,2,0,0
google--gemma-3-12b-it,constrained,Lithuanian,C1,0217-102643.json,2,3,0,1
google--gemma-3-12b-it,constrained,Lithuanian,C1,0217-095102.json,0,6,0,0
google--gemma-3-12b-it,constrained,Lithuanian,C1,0217-121319.json,0,3,0,5
google--gemma-3-12b-it,constrained,Lithuanian,C1,0217-093131.json,1,6,0,19
google--gemma-3-12b-it,constrained,Lithuanian,C1,0217-122446.json,0,4,0,24
google--gemma-3-12b-it,constrained,Lithuanian,C1,0217-105509.json,0,2,0,13
google--gemma-3-12b-it,constrained,Lithuanian,C1,0217-124817.json,0,3,0,6
google--gemma-3-12b-it,constrained,Lithuanian,C1,0217-132048.json,0,2,0,3
google--gemma-3-12b-it,constrained,Lithuanian,C1,0217-090735.json,0,2,0,6
google--gemma-3-12b-it,constrained,Lithuanian,C1,0217-130730.json,1,2,0,5
google--gemma-3-12b-it,constrained,Lithuanian,C1,0217-110554.json,1,1,0,1
google--gemma-3-12b-it,constrained,Lithuanian,C1,0217-094301.json,0,1,0,17
google--gemma-3-12b-it,constrained,Lithuanian,C1,0217-103357.json,0,2,0,6
google--gemma-3-12b-it,constrained,Lithuanian,C1,0217-101706.json,0,2,0,1
google--gemma-3-12b-it,constrained,Lithuanian,C1,0217-115424.json,0,3,0,16
google--gemma-3-12b-it,constrained,Lithuanian,C1,0217-092334.json,0,2,0,14
google--gemma-3-12b-it,constrained,Lithuanian,C1,0217-113507.json,0,7,0,7
google--gemma-3-12b-it,constrained,Lithuanian,C1,0217-100632.json,0,3,0,7
google--gemma-3-12b-it,constrained,Lithuanian,C1,0217-091243.json,0,1,0,5
google--gemma-3-12b-it,constrained,Lithuanian,C1,0217-114344.json,1,4,0,5
google--gemma-3-12b-it,constrained,Lithuanian,A1,0217-060759.json,0,1,0,2
google--gemma-3-12b-it,constrained,Lithuanian,A1,0217-055828.json,0,3,0,0
google--gemma-3-12b-it,constrained,Lithuanian,A1,0217-061246.json,0,3,0,1
google--gemma-3-12b-it,constrained,Lithuanian,A1,0217-054832.json,1,2,0,0
google--gemma-3-12b-it,constrained,Lithuanian,A1,0217-061041.json,0,2,0,0
google--gemma-3-12b-it,constrained,Lithuanian,A1,0217-054415.json,0,2,0,0
google--gemma-3-12b-it,constrained,Lithuanian,A1,0217-061451.json,0,1,0,0
google--gemma-3-12b-it,constrained,Lithuanian,A1,0217-060200.json,0,3,0,12
google--gemma-3-12b-it,constrained,Lithuanian,A1,0217-060655.json,0,1,0,0
google--gemma-3-12b-it,constrained,Lithuanian,A1,0217-061143.json,0,3,0,0
google--gemma-3-12b-it,constrained,Lithuanian,A1,0217-053834.json,2,4,0,0
google--gemma-3-12b-it,constrained,Lithuanian,A1,0217-060016.json,0,0,0,0
google--gemma-3-12b-it,constrained,Lithuanian,A1,0217-055237.json,0,2,0,0
google--gemma-3-12b-it,constrained,Lithuanian,A1,0217-061606.json,0,1,0,0
google--gemma-3-12b-it,constrained,Lithuanian,A1,0217-054506.json,0,5,0,0
google--gemma-3-12b-it,constrained,Lithuanian,A1,0217-054209.json,0,4,0,0
google--gemma-3-12b-it,constrained,Lithuanian,A1,0217-060542.json,1,2,0,0
google--gemma-3-12b-it,constrained,Lithuanian,A1,0217-055359.json,0,2,0,0
google--gemma-3-12b-it,constrained,Lithuanian,A1,0217-054738.json,0,1,0,0
google--gemma-3-12b-it,constrained,Lithuanian,A1,0217-055623.json,0,1,0,0
google--gemma-3-12b-it,constrained,Lithuanian,A1,0217-053949.json,0,2,0,0
google--gemma-3-12b-it,constrained,Lithuanian,A1,0217-055143.json,0,2,0,0
google--gemma-3-12b-it,constrained,Lithuanian,A1,0217-055033.json,0,2,0,0
google--gemma-3-12b-it,constrained,Lithuanian,A1,0217-060926.json,0,1,0,0
google--gemma-3-12b-it,constrained,Lithuanian,A1,0217-060400.json,0,11,0,0
google--gemma-3-12b-it,constrained,Lithuanian,A1,0217-054308.json,0,2,0,0
google--gemma-3-12b-it,constrained,Lithuanian,A1,0217-055735.json,1,1,0,0
google--gemma-3-12b-it,constrained,Lithuanian,A1,0217-055509.json,1,3,0,0
google--gemma-3-12b-it,constrained,Lithuanian,A1,0217-061341.json,0,1,0,0
google--gemma-3-12b-it,constrained,Lithuanian,A1,0217-054626.json,0,1,0,1
google--gemma-3-12b-it,regular,English,B1,0215-195635.json,0,2,0,13
google--gemma-3-12b-it,regular,English,B1,0215-180201.json,0,2,0,1
google--gemma-3-12b-it,regular,English,B1,0215-194109.json,0,5,0,0
google--gemma-3-12b-it,regular,English,B1,0215-194927.json,1,2,0,0
google--gemma-3-12b-it,regular,English,B1,0215-184714.json,0,3,0,1
google--gemma-3-12b-it,regular,English,B1,0215-183404.json,0,5,0,4
google--gemma-3-12b-it,regular,English,B1,0215-190946.json,1,2,0,15
google--gemma-3-12b-it,regular,English,B1,0215-175011.json,0,0,0,6
google--gemma-3-12b-it,regular,English,B1,0215-193705.json,0,78,0,3
google--gemma-3-12b-it,regular,English,B1,0215-185125.json,0,2,0,10
google--gemma-3-12b-it,regular,English,B1,0215-192412.json,0,2,0,1
google--gemma-3-12b-it,regular,English,B1,0215-181830.json,1,0,0,0
google--gemma-3-12b-it,regular,English,B1,0215-184257.json,0,2,0,3
google--gemma-3-12b-it,regular,English,B1,0215-183848.json,2,21,0,16
google--gemma-3-12b-it,regular,English,B1,0215-181105.json,0,1,0,19
google--gemma-3-12b-it,regular,English,B1,0215-191514.json,0,17,0,3
google--gemma-3-12b-it,regular,English,B1,0215-193219.json,0,1,0,16
google--gemma-3-12b-it,regular,English,B1,0211-140737.json,0,4,0,0
google--gemma-3-12b-it,regular,English,B1,0211-141005.json,0,1,0,8
google--gemma-3-12b-it,regular,English,B1,0215-191947.json,0,0,0,19
google--gemma-3-12b-it,regular,English,B1,0215-190515.json,1,16,0,2
google--gemma-3-12b-it,regular,English,B1,0215-195341.json,0,2,0,0
google--gemma-3-12b-it,regular,English,B1,0215-185753.json,0,111,0,1
google--gemma-3-12b-it,regular,English,B1,0215-175838.json,0,2,0,2
google--gemma-3-12b-it,regular,English,B1,0215-182728.json,0,2,0,1
google--gemma-3-12b-it,regular,English,B1,0215-194412.json,0,3,0,0
google--gemma-3-12b-it,regular,English,B1,0215-180612.json,0,4,0,0
google--gemma-3-12b-it,regular,English,B1,0215-192809.json,0,1,0,0
google--gemma-3-12b-it,regular,English,B1,0215-200006.json,0,2,0,2
google--gemma-3-12b-it,regular,English,B1,0215-182455.json,0,1,0,13
google--gemma-3-12b-it,regular,English,C1,0215-204031.json,0,5,0,6
google--gemma-3-12b-it,regular,English,C1,0215-201700.json,0,117,0,11
google--gemma-3-12b-it,regular,English,C1,0215-205444.json,0,4,0,0
google--gemma-3-12b-it,regular,English,C1,0218-172226.json,1,1,0,1
google--gemma-3-12b-it,regular,English,C1,0218-173454.json,0,2,0,0
google--gemma-3-12b-it,regular,English,C1,0218-175940.json,1,11,0,2
google--gemma-3-12b-it,regular,English,C1,0215-202447.json,2,3,0,1
google--gemma-3-12b-it,regular,English,C1,0215-221429.json,0,1,0,0
google--gemma-3-12b-it,regular,English,C1,0215-213926.json,0,11,0,8
google--gemma-3-12b-it,regular,English,C1,0215-215814.json,0,6,0,17
google--gemma-3-12b-it,regular,English,C1,0215-213151.json,0,2,0,0
google--gemma-3-12b-it,regular,English,C1,0215-203423.json,0,11,0,6
google--gemma-3-12b-it,regular,English,C1,0215-220505.json,0,7,0,2
google--gemma-3-12b-it,regular,English,C1,0215-214703.json,0,9,0,4
google--gemma-3-12b-it,regular,English,C1,0215-210942.json,0,4,0,8
google--gemma-3-12b-it,regular,English,C1,0218-182233.json,3,5,0,0
google--gemma-3-12b-it,regular,English,C1,0215-200944.json,1,1,0,0
google--gemma-3-12b-it,regular,English,C1,0218-174150.json,0,0,0,4
google--gemma-3-12b-it,regular,English,C1,0218-172620.json,0,0,0,2
google--gemma-3-12b-it,regular,English,C1,0218-182835.json,1,5,0,0
google--gemma-3-12b-it,regular,English,C1,0218-181145.json,0,6,0,6
google--gemma-3-12b-it,regular,English,C1,0218-174748.json,0,4,0,5
google--gemma-3-12b-it,regular,English,C1,0218-181610.json,0,1,0,5
google--gemma-3-12b-it,regular,English,C1,0215-211527.json,0,1,0,25
google--gemma-3-12b-it,regular,English,C1,0215-210148.json,0,13,0,4
google--gemma-3-12b-it,regular,English,C1,0218-173147.json,0,1,0,16
google--gemma-3-12b-it,regular,English,C1,0215-212050.json,0,3,0,3
google--gemma-3-12b-it,regular,English,C1,0215-204412.json,0,0,0,0
google--gemma-3-12b-it,regular,English,C1,0218-180613.json,0,3,0,0
google--gemma-3-12b-it,regular,English,C1,0215-212422.json,0,3,0,0
google--gemma-3-12b-it,regular,English,A1,0211-134642.json,1,54,0,0
google--gemma-3-12b-it,regular,English,A1,0211-130948.json,0,59,0,0
google--gemma-3-12b-it,regular,English,A1,0211-135441.json,0,48,0,0
google--gemma-3-12b-it,regular,English,A1,0211-131121.json,0,38,0,0
google--gemma-3-12b-it,regular,English,A1,0211-135912.json,0,42,0,0
google--gemma-3-12b-it,regular,English,A1,0211-133038.json,0,69,0,0
google--gemma-3-12b-it,regular,English,A1,0211-140326.json,0,52,0,0
google--gemma-3-12b-it,regular,English,A1,0211-134153.json,0,40,0,0
google--gemma-3-12b-it,regular,English,A1,0211-140110.json,0,65,0,0
google--gemma-3-12b-it,regular,English,A1,0211-134438.json,0,57,0,0
google--gemma-3-12b-it,regular,English,A1,0211-130721.json,0,62,0,0
google--gemma-3-12b-it,regular,English,A1,0211-133518.json,0,50,0,0
google--gemma-3-12b-it,regular,English,A1,0211-135550.json,0,39,0,0
google--gemma-3-12b-it,regular,English,A1,0211-132403.json,0,39,0,0
google--gemma-3-12b-it,regular,English,A1,0211-132227.json,0,27,0,0
google--gemma-3-12b-it,regular,English,A1,0211-131553.json,0,59,0,0
google--gemma-3-12b-it,regular,English,A1,0211-134017.json,0,35,0,0
google--gemma-3-12b-it,regular,English,A1,0211-135230.json,0,68,0,1
google--gemma-3-12b-it,regular,English,A1,0211-131851.json,0,46,0,0
google--gemma-3-12b-it,regular,English,A1,0211-131311.json,0,41,0,0
google--gemma-3-12b-it,regular,English,A1,0211-133832.json,1,49,0,0
google--gemma-3-12b-it,regular,English,A1,0211-133331.json,0,71,0,1
google--gemma-3-12b-it,regular,English,A1,0211-134837.json,0,46,0,0
google--gemma-3-12b-it,regular,English,A1,0211-135737.json,2,50,0,0
google--gemma-3-12b-it,regular,English,A1,0211-132018.json,0,43,0,0
google--gemma-3-12b-it,regular,English,A1,0211-132758.json,0,51,0,0
google--gemma-3-12b-it,regular,English,A1,0211-133641.json,0,42,0,1
google--gemma-3-12b-it,regular,English,A1,0211-134949.json,0,42,0,0
google--gemma-3-12b-it,regular,English,A1,0210-190148.json,0,48,0,1
google--gemma-3-12b-it,regular,English,A1,0211-132616.json,0,64,0,0
google--gemma-3-12b-it,regular,Lithuanian,B1,0216-070427.json,0,2,0,4
google--gemma-3-12b-it,regular,Lithuanian,B1,0216-061025.json,0,3,0,11
google--gemma-3-12b-it,regular,Lithuanian,B1,0216-071122.json,0,4,0,2
google--gemma-3-12b-it,regular,Lithuanian,B1,0216-073124.json,0,3,0,0
google--gemma-3-12b-it,regular,Lithuanian,B1,0216-081532.json,2,3,0,14
google--gemma-3-12b-it,regular,Lithuanian,B1,0216-062329.json,1,3,0,15
google--gemma-3-12b-it,regular,Lithuanian,B1,0216-062000.json,0,4,0,0
google--gemma-3-12b-it,regular,Lithuanian,B1,0216-080044.json,7,0,0,23
google--gemma-3-12b-it,regular,Lithuanian,B1,0216-073408.json,0,0,0,1
google--gemma-3-12b-it,regular,Lithuanian,B1,0216-072515.json,0,2,0,6
google--gemma-3-12b-it,regular,Lithuanian,B1,0216-064102.json,0,8,0,7
google--gemma-3-12b-it,regular,Lithuanian,B1,0216-071925.json,0,0,0,11
google--gemma-3-12b-it,regular,Lithuanian,B1,0216-060706.json,1,1,0,4
google--gemma-3-12b-it,regular,Lithuanian,B1,0216-080749.json,0,0,0,12
google--gemma-3-12b-it,regular,Lithuanian,B1,0216-065948.json,0,1,0,7
google--gemma-3-12b-it,regular,Lithuanian,B1,0216-080307.json,0,1,0,3
google--gemma-3-12b-it,regular,Lithuanian,B1,0216-082132.json,1,8,0,1
google--gemma-3-12b-it,regular,Lithuanian,B1,0216-081135.json,0,2,0,3
google--gemma-3-12b-it,regular,Lithuanian,B1,0216-074734.json,0,1,0,7
google--gemma-3-12b-it,regular,Lithuanian,B1,0216-061504.json,0,2,0,16
google--gemma-3-12b-it,regular,Lithuanian,B1,0216-065331.json,0,3,0,14
google--gemma-3-12b-it,regular,Lithuanian,B1,0216-075256.json,0,2,0,4
google--gemma-3-12b-it,regular,Lithuanian,B1,0216-082846.json,0,2,0,1
google--gemma-3-12b-it,regular,Lithuanian,B1,0216-063535.json,1,4,0,18
google--gemma-3-12b-it,regular,Lithuanian,B1,0216-064724.json,0,4,0,1
google--gemma-3-12b-it,regular,Lithuanian,B1,0216-075615.json,0,2,0,0
google--gemma-3-12b-it,regular,Lithuanian,B1,0216-082428.json,0,4,0,7
google--gemma-3-12b-it,regular,Lithuanian,B1,0216-074007.json,0,6,0,9
google--gemma-3-12b-it,regular,Lithuanian,B1,0216-063003.json,0,13,0,17
google--gemma-3-12b-it,regular,Lithuanian,B1,0216-074455.json,0,3,0,1
google--gemma-3-12b-it,regular,Lithuanian,C1,0216-085513.json,0,3,0,2
google--gemma-3-12b-it,regular,Lithuanian,C1,0216-113808.json,1,3,0,3
google--gemma-3-12b-it,regular,Lithuanian,C1,0216-103002.json,0,0,0,3
google--gemma-3-12b-it,regular,Lithuanian,C1,0216-101847.json,0,2,0,2
google--gemma-3-12b-it,regular,Lithuanian,C1,0216-104304.json,0,13,0,8
google--gemma-3-12b-it,regular,Lithuanian,C1,0216-094321.json,0,0,0,2
google--gemma-3-12b-it,regular,Lithuanian,C1,0216-093822.json,0,3,0,2
google--gemma-3-12b-it,regular,Lithuanian,C1,0216-111120.json,0,3,0,5
google--gemma-3-12b-it,regular,Lithuanian,C1,0216-110609.json,0,10,0,9
google--gemma-3-12b-it,regular,Lithuanian,C1,0216-093417.json,0,3,0,1
google--gemma-3-12b-it,regular,Lithuanian,C1,0216-095655.json,0,1,0,0
google--gemma-3-12b-it,regular,Lithuanian,C1,0216-114645.json,0,2,0,7
google--gemma-3-12b-it,regular,Lithuanian,C1,0216-103600.json,0,10,0,0
google--gemma-3-12b-it,regular,Lithuanian,C1,0216-092718.json,2,11,0,4
google--gemma-3-12b-it,regular,Lithuanian,C1,0216-115416.json,0,2,0,15
google--gemma-3-12b-it,regular,Lithuanian,C1,0216-091127.json,0,1,0,0
google--gemma-3-12b-it,regular,Lithuanian,C1,0216-120037.json,0,26,1,26
google--gemma-3-12b-it,regular,Lithuanian,C1,0216-090741.json,0,3,0,4
google--gemma-3-12b-it,regular,Lithuanian,C1,0216-110018.json,0,1,0,1
google--gemma-3-12b-it,regular,Lithuanian,C1,0216-090144.json,0,1,0,0
google--gemma-3-12b-it,regular,Lithuanian,C1,0216-100527.json,0,3,0,3
google--gemma-3-12b-it,regular,Lithuanian,C1,0216-111848.json,3,2,0,1
google--gemma-3-12b-it,regular,Lithuanian,C1,0216-083731.json,0,3,0,2
google--gemma-3-12b-it,regular,Lithuanian,C1,0216-091903.json,0,6,0,0
google--gemma-3-12b-it,regular,Lithuanian,C1,0216-101209.json,1,6,0,7
google--gemma-3-12b-it,regular,Lithuanian,C1,0216-105119.json,0,2,0,0
google--gemma-3-12b-it,regular,Lithuanian,C1,0216-112835.json,1,2,0,5
google--gemma-3-12b-it,regular,Lithuanian,C1,0216-102608.json,0,4,0,2
google--gemma-3-12b-it,regular,Lithuanian,C1,0216-084717.json,0,3,0,0
google--gemma-3-12b-it,regular,Lithuanian,C1,0216-095215.json,0,1,0,1
google--gemma-3-12b-it,regular,Lithuanian,A1,0216-052325.json,0,0,0,0
google--gemma-3-12b-it,regular,Lithuanian,A1,0216-050151.json,0,0,0,0
google--gemma-3-12b-it,regular,Lithuanian,A1,0216-050012.json,0,3,0,0
google--gemma-3-12b-it,regular,Lithuanian,A1,0216-050603.json,1,1,0,0
google--gemma-3-12b-it,regular,Lithuanian,A1,0216-055253.json,6,1,0,1
google--gemma-3-12b-it,regular,Lithuanian,A1,0216-051409.json,0,6,0,0
